CRIM	ZN	INDUS	CHAS	NOX	RM	AGE	DIS	RAD	TAX	PTRATIO	LSTAT	MEDV
14.33370	0.00	18.100	0,00	0.6140	142598,00	88.00	2780227,00	24,00	666.0	20.20	44878,00	21.40
5.82401	0.00	18.100	0,00	0.5320	190080,00	64.70	855459,00	24,00	666.0	20.20	27303,00	23.00
5.70818	0.00	18.100	0,00	0.5320	2045511,00	74.90	517610,00	24,00	666.0	20.20	27211,00	23.70
5.73116	0.00	18.100	0,00	0.5320	7.0610	77.00	805786,00	24,00	666.0	20.20	44568,00	25.00
2.81838	0.00	18.100	0,00	0.5320	2089310,00	40.30	4.0983	24,00	666.0	20.20	15615,00	21.80
2.37857	0.00	18.100	0,00	0.5830	2487423,00	41.90	1950457,00	24,00	666.0	20.20	13.34	20.60
3.67367	0.00	18.100	0,00	0.5830	445749,00	51.90	2928210,00	24,00	666.0	20.20	21459,00	21.20
5.69175	0.00	18.100	0,00	0.5830	6.1140	79.80	1299959,00	24,00	666.0	20.20	14.98	44853,00
4.83567	0.00	18.100	0,00	0.5830	2611606,00	53.20	3.1523	24,00	666.0	20.20	16742,00	20.60
0.15086	0.00	27.740	0,00	0.6090	964363,00	92.70	2304317,00	4,00	711.0	44854,00	44730,00	15.20
0.18337	0.00	27.740	0,00	0.6090	818266,00	98.30	2065083,00	4,00	711.0	44854,00	23.97	7.00
0.20746	0.00	27.740	0,00	0.6090	5.0930	98.00	2310526,00	4,00	711.0	44854,00	29.68	44842,00
0.10574	0.00	27.740	0,00	0.6090	2896495,00	98.80	2476712,00	4,00	711.0	44854,00	44760,00	13.60
0.11132	0.00	27.740	0,00	0.6090	2896495,00	83.50	2.1099	4,00	711.0	44854,00	13.35	44854,00
0.17331	0.00	9.690	0,00	0.5850	1888426,00	54.00	700203,00	6,00	391.0	19.20	44573,00	21.80
0.27957	0.00	9.690	0,00	0.5850	2688308,00	42.60	700203,00	6,00	391.0	19.20	13.59	24.50
0.17899	0.00	9.690	0,00	0.5850	1753286,00	28.80	2222899,00	6,00	391.0	19.20	17.60	44857,00
0.28960	0.00	9.690	0,00	0.5850	730607,00	72.90	2222899,00	6,00	391.0	19.20	21.14	19.70
0.26838	0.00	9.690	0,00	0.5850	2206187,00	70.60	2566592,00	6,00	391.0	19.20	44848,00	18.30
0.23912	0.00	9.690	0,00	0.5850	6.0190	65.30	800280,00	6,00	391.0	19.20	33939,00	21.20
0.17783	0.00	9.690	0,00	0.5850	1384392,00	73.50	766677,00	6,00	391.0	19.20	44849,00	17.50
0.22438	0.00	9.690	0,00	0.5850	6.0270	79.70	1125711,00	6,00	391.0	19.20	14.33	16.80
0.06263	0.00	11.930	0,00	0.5730	1472080,00	69.10	1054123,00	1,00	273.0	21.00	24716,00	22.40
0.04527	0.00	11.930	0,00	0.5730	6.1200	76.70	356145,00	1,00	273.0	21.00	44782,00	20.60
0.06076	0.00	11.930	0,00	0.5730	2870960,00	91.00	2.1675	1,00	273.0	21.00	23498,00	23.90
0.10959	0.00	11.930	0,00	0.5730	2206218,00	89.30	726501,00	1,00	273.0	21.00	17685,00	22.00
0.04741	0.00	11.930	0,00	0.5730	6.0300	80.80	1150547,00	1,00	273.0	21.00	32325,00	33178,00
